index,ph,soil_type,previous_crop,area_ha,weather,month,district
728,7.35,alluvial,Cauliflower,4.58,809mm/34.4C,Nov,Chandrapur
729,5.74,sandy,Ladyfinger,0.9,1134mm/15.9C,May,Jalgaon
730,5.64,red,Ridge Gourd,3.3,187mm/32.4C,Jun,Gadchiroli
731,5.64,alluvial,Tomato,1.32,497mm/27.9C,Jul,Chandrapur
732,7.4,sandy,Beetroot,0.95,762mm/31.7C,Oct,Beed
733,7.0,alluvial,Radish,3.48,335mm/30.3C,Dec,Nashik
734,6.61,loam,Cauliflower,3.05,917mm/22.0C,Jul,Osmana bad
735,6.17,red,Cauliflower,3.82,632mm/25.6C,Jul,Satara
736,7.57,sandy,Cabbage,1.69,650mm/18.2C,Jul,Gadchiroli
737,6.26,black,Carrot,2.35,1127mm/17.7C,Nov,Latur
738,7.4,red,Bitter Gourd,2.15,1027mm/15.2C,Jul,Amravati
739,6.39,black,Green Chilies,4.92,500mm/25.3C,Mar,Satara
740,6.22,alluvial,Bitter Gourd,1.6,561mm/28.0C,Dec,Gadchiroli
741,6.45,clay,Spring Onion,1.62,1016mm/30.8C,Mar,Pune
742,6.01,red,Spinach,1.9,477mm/24.0C,Jul,Chandrapur
743,7.22,alluvial,Bottle Gourd,2.91,387mm/28.8C,Feb,Gondia
744,6.56,black,Pumpkin,1.41,798mm/25.8C,Feb,Solapur
745,5.83,loam,Bitter Gourd,4.59,237mm/20.9C,Mar,Osmana bad
746,7.63,loam,Cabbage,1.48,730mm/19.5C,Apr,Sangli
747,6.24,clay,Ridge Gourd,4.5,306mm/18.2C,Jun,Parbhani
748,6.67,red,Cabbage,0.7,322mm/25.3C,Aug,Gadchiroli
749,7.65,red,Ridge Gourd,3.35,1148mm/26.7C,Oct,Sangli
750,6.89,red,Cauliflower,4.55,731mm/31.6C,Oct,Chandrapur
751,5.52,alluvial,Ridge Gourd,1.01,171mm/28.4C,Jul,Osmana bad
752,7.74,clay,Coriander,4.85,1180mm/26.9C,Apr,Nashik
753,6.89,red,Spring Onion,2.37,258mm/34.1C,Feb,Aurangabad
754,6.1,alluvial,Pumpkin,4.74,956mm/16.8C,Feb,Latur
755,5.58,loam,Spinach,3.45,1122mm/29.9C,Apr,Aurangabad
756,7.34,black,Cabbage,1.65,450mm/30.8C,Jun,Gadchiroli
757,6.87,alluvial,Coriander,1.1,949mm/22.2C,Mar,Sangli
758,6.64,loam,Brinjal,1.66,300mm/32.2C,Jun,Gadchiroli
759,7.61,loam,Brinjal,0.65,517mm/33.6C,May,Pune
760,7.33,black,Bottle Gourd,0.89,460mm/25.8C,May,Kolhapur
761,5.61,loam,Green Peas,0.7,822mm/31.6C,Feb,Sangli
762,6.04,clay,Radish,2.23,644mm/16.3C,Aug,Kolhapur
763,5.87,black,Spinach,4.02,571mm/22.6C,May,Ahmednagar
764,7.21,loam,Ladyfinger,0.88,834mm/34.9C,Nov,Wardha
765,5.29,sandy,Cabbage,0.83,626mm/24.0C,Feb,Satara
766,6.74,alluvial,Beetroot,3.29,907mm/34.1C,Jul,Latur
767,7.26,loam,Brinjal,1.15,1111mm/26.4C,Sep,Beed
768,7.57,clay,Pumpkin,0.67,1016mm/18.0C,Sep,Hingoli
769,6.12,red,Radish,1.0,687mm/33.2C,Jan,Chandrapur
770,7.42,loam,Carrot,4.63,714mm/30.7C,Jul,Aurangabad
771,5.5,red,Beetroot,4.14,759mm/17.3C,Sep,Beed
772,7.49,sandy,Coriander,1.9,84mm/15.0C,Jun,Parbhani
773,5.54,loam,Pumpkin,3.35,287mm/17.6C,Jan,Kolhapur
774,6.27,black,Cucumber,2.78,90mm/15.9C,Feb,Latur
775,7.35,red,Ladyfinger,3.45,1015mm/24.9C,Apr,Osmana bad
776,5.6,sandy,Brinjal,3.48,619mm/19.9C,Apr,Solapur
777,5.82,black,Bitter Gourd,3.22,466mm/21.7C,Feb,Gondia
778,7.15,black,Bitter Gourd,1.48,286mm/20.4C,Aug,Sangli
779,7.14,black,Pumpkin,0.39,636mm/28.1C,Feb,Sangli
780,6.93,black,Cabbage,2.39,872mm/20.2C,Mar,Latur
781,7.07,loam,Ladyfinger,4.48,1147mm/28.8C,Apr,Latur
782,6.67,alluvial,Bottle Gourd,2.93,1021mm/34.7C,Sep,Nagpur
783,5.88,loam,Fenugreek Leaves,4.2,255mm/17.3C,Oct,Aurangabad
784,6.13,loam,Green Peas,4.96,671mm/20.6C,Jan,Satara
785,5.69,sandy,Spinach,0.99,935mm/27.7C,Aug,Jalgaon
786,7.65,sandy,Bitter Gourd,3.52,519mm/17.8C,Dec,Amravati
787,6.78,alluvial,Beans,3.44,776mm/19.0C,May,Hingoli
788,6.28,sandy,Green Peas,4.9,167mm/34.1C,Jul,Gondia
789,6.45,clay,Bitter Gourd,4.93,1111mm/29.9C,Aug,Osmana bad
790,7.76,alluvial,Ridge Gourd,3.5,631mm/20.4C,May,Yavatmal
791,5.61,sandy,Beans,1.37,582mm/27.8C,Aug,Yavatmal
792,6.78,alluvial,Ladyfinger,4.03,324mm/20.1C,Oct,Hingoli
793,6.57,loam,Bottle Gourd,0.71,310mm/21.2C,Nov,Satara
794,6.85,loam,Brinjal,3.95,927mm/34.3C,Aug,Parbhani
795,5.25,alluvial,Radish,4.57,390mm/19.4C,Sep,Nanded
796,7.55,clay,Radish,2.04,1121mm/16.1C,Feb,Osmana bad
797,7.72,clay,Fenugreek Leaves,3.23,311mm/29.4C,Mar,Gondia
798,6.73,alluvial,Beans,2.26,809mm/25.5C,Jan,Pune
799,7.08,sandy,Green Chilies,2.3,1097mm/28.1C,Apr,Chandrapur
800,7.69,red,Pumpkin,1.69,382mm/22.8C,May,Yavatmal
801,7.11,clay,Fenugreek Leaves,3.86,892mm/20.0C,Nov,Nashik
802,5.61,black,Bitter Gourd,4.69,103mm/33.6C,Jan,Parbhani
803,6.76,loam,Ladyfinger,4.72,604mm/15.7C,Aug,Wardha
804,6.84,alluvial,Green Chilies,1.04,791mm/25.3C,Feb,Hingoli
805,6.35,black,Pumpkin,4.4,457mm/18.6C,Jan,Latur
806,7.19,alluvial,Ridge Gourd,3.74,451mm/31.0C,Feb,Buldhana
807,7.72,loam,Cabbage,1.41,1056mm/24.4C,May,Chandrapur
808,7.7,loam,Green Peas,0.52,556mm/32.3C,Sep,Nagpur
809,6.42,clay,Bottle Gourd,1.49,336mm/34.6C,Sep,Wardha
810,5.51,clay,Spring Onion,4.58,147mm/23.5C,Feb,Nashik
811,7.86,black,Green Chilies,3.24,752mm/18.4C,Feb,Jalgaon
812,7.47,alluvial,Coriander,3.66,338mm/23.5C,Mar,Solapur
813,5.54,loam,Bitter Gourd,1.43,1198mm/20.6C,Jul,Satara
814,7.69,black,Fenugreek Leaves,3.65,1049mm/28.3C,Nov,Beed
815,7.55,red,Bitter Gourd,0.33,266mm/30.7C,Mar,Gadchiroli
816,6.6,black,Ridge Gourd,2.0,864mm/26.9C,Jan,Chandrapur
817,6.8,sandy,Spring Onion,3.21,487mm/20.8C,Jun,Ahmednagar
818,6.28,black,Carrot,0.9,420mm/32.7C,Mar,Beed
819,5.35,sandy,Bottle Gourd,4.15,730mm/29.3C,Jan,Amravati
820,6.11,sandy,Cabbage,1.33,1142mm/21.4C,Apr,Latur
821,7.37,sandy,Green Chilies,3.33,460mm/34.1C,Jan,Osmana bad
822,5.21,red,Spring Onion,2.14,929mm/20.3C,Jan,Amravati
823,6.1,black,Spring Onion,3.06,404mm/18.3C,Dec,Gondia
824,6.28,black,Cucumber,0.72,923mm/23.5C,Feb,Nagpur
825,6.65,red,Fenugreek Leaves,0.28,628mm/23.5C,Oct,Ahmednagar
826,7.68,loam,Spinach,4.57,105mm/24.8C,Aug,Kolhapur
827,6.14,clay,Pumpkin,1.49,1111mm/23.9C,Feb,Aurangabad
828,6.14,black,Beetroot,4.13,612mm/28.6C,Nov,Nagpur
829,7.19,clay,Green Chilies,5.0,1128mm/33.2C,Feb,Parbhani
830,6.42,alluvial,Fenugreek Leaves,1.21,1024mm/23.1C,Nov,Nashik
831,5.81,alluvial,Bottle Gourd,1.47,372mm/25.8C,Nov,Ahmednagar
832,6.42,red,Carrot,3.38,510mm/18.5C,Oct,Osmana bad
833,5.58,alluvial,Spinach,4.83,477mm/32.8C,Oct,Jalgaon
834,5.68,alluvial,Bottle Gourd,4.6,675mm/29.7C,Aug,Satara
835,6.55,loam,Brinjal,2.61,944mm/26.7C,Dec,Gondia
836,6.33,loam,Fenugreek Leaves,4.02,788mm/17.6C,Jun,Gondia
837,7.67,loam,Spring Onion,0.85,1191mm/28.2C,Dec,Jalgaon
838,6.18,alluvial,Spring Onion,4.89,1110mm/21.7C,Nov,Nashik
839,6.77,red,Bitter Gourd,4.83,1055mm/31.1C,Apr,Akola
840,6.91,sandy,Fenugreek Leaves,0.99,1021mm/31.9C,Mar,Buldhana
841,5.24,sandy,Cauliflower,1.64,442mm/28.0C,Jan,Solapur
842,6.99,clay,Green Peas,0.68,350mm/23.1C,Nov,Buldhana
843,5.68,sandy,Carrot,1.5,1083mm/26.3C,Mar,Hingoli
844,7.79,sandy,Carrot,4.12,313mm/26.9C,Dec,Ahmednagar
845,5.6,loam,Cucumber,2.02,106mm/20.1C,Sep,Buldhana
846,6.32,loam,Cucumber,0.62,696mm/18.4C,May,Amravati
847,5.43,alluvial,Spring Onion,1.84,398mm/34.3C,Jun,Aurangabad
848,7.89,clay,Bitter Gourd,4.91,954mm/20.9C,May,Gadchiroli
849,6.56,black,Bitter Gourd,3.22,276mm/21.3C,Jan,Gadchiroli
850,6.81,clay,Spring Onion,2.2,334mm/20.5C,Oct,Jalgaon
851,5.38,clay,Cauliflower,1.0,415mm/23.9C,Jan,Buldhana
852,7.22,red,Fenugreek Leaves,4.93,1069mm/20.7C,Apr,Parbhani
853,5.77,alluvial,Beetroot,4.14,593mm/20.6C,Mar,Wardha
854,7.62,red,Beetroot,1.55,321mm/16.4C,Nov,Gadchiroli
855,5.75,clay,Green Chilies,0.54,836mm/18.5C,Aug,Latur
856,5.71,clay,Spring Onion,0.47,532mm/20.9C,Dec,Ahmednagar
857,5.3,clay,Brinjal,0.78,747mm/20.4C,Dec,Sangli
858,6.47,sandy,Green Chilies,2.99,210mm/32.7C,Jul,Nagpur
859,6.73,red,Fenugreek Leaves,4.66,335mm/15.4C,Nov,Aurangabad
860,5.38,clay,Ladyfinger,2.58,142mm/17.8C,Jul,Sangli
861,7.29,loam,Spinach,4.25,881mm/30.3C,Aug,Buldhana
862,6.42,alluvial,Bottle Gourd,2.34,94mm/28.4C,Oct,Hingoli
863,6.62,alluvial,Cabbage,3.6,802mm/17.9C,Jul,Chandrapur
864,6.39,loam,Cauliflower,3.71,693mm/23.1C,Oct,Satara
865,6.28,alluvial,Cabbage,1.04,1148mm/29.8C,Feb,Wardha
866,6.71,sandy,Green Peas,1.93,410mm/25.6C,Apr,Wardha
867,5.62,sandy,Fenugreek Leaves,3.26,1168mm/28.1C,Nov,Akola
868,5.69,black,Carrot,0.54,1133mm/18.1C,Jun,Beed
869,7.53,black,Cabbage,1.94,399mm/27.6C,Mar,Latur
870,7.75,black,Coriander,2.77,184mm/24.8C,Mar,Satara
871,6.21,alluvial,Carrot,4.98,409mm/32.5C,Jun,Pune
872,5.93,sandy,Spinach,2.48,1150mm/21.6C,Jan,Latur
873,6.94,sandy,Spring Onion,4.12,720mm/26.4C,Jan,Yavatmal
874,6.3,sandy,Cabbage,2.27,541mm/34.0C,May,Nashik
875,5.27,loam,Spinach,4.02,489mm/17.0C,Jan,Beed
876,5.62,sandy,Spinach,3.06,350mm/27.9C,Oct,Yavatmal
877,7.13,loam,Radish,4.46,464mm/31.9C,Aug,Nashik
878,6.98,black,Pumpkin,2.17,299mm/25.1C,Feb,Satara
879,5.27,black,Pumpkin,3.1,643mm/31.7C,Jun,Jalgaon
880,5.8,alluvial,Ridge Gourd,3.22,175mm/20.5C,Oct,Ahmednagar
881,5.82,black,Green Peas,2.2,907mm/20.2C,Oct,Buldhana
882,7.01,alluvial,Brinjal,0.89,1047mm/28.7C,May,Jalgaon
883,5.25,clay,Tomato,0.65,190mm/19.8C,Oct,Solapur
884,5.48,clay,Brinjal,0.28,496mm/25.9C,Dec,Latur
885,7.36,red,Fenugreek Leaves,4.39,882mm/31.2C,Dec,Buldhana
886,5.68,alluvial,Green Peas,1.34,786mm/33.9C,Apr,Latur
887,6.96,red,Bitter Gourd,1.22,554mm/27.1C,Jan,Gadchiroli
888,5.84,red,Beetroot,3.73,190mm/22.2C,Mar,Amravati
889,5.47,clay,Ladyfinger,1.74,211mm/20.3C,Dec,Wardha
890,5.86,alluvial,Radish,2.63,177mm/21.1C,Apr,Amravati
891,7.15,clay,Tomato,0.98,1104mm/29.4C,Feb,Parbhani
892,7.51,red,Brinjal,4.81,731mm/28.0C,Dec,Buldhana
893,7.44,alluvial,Tomato,4.29,123mm/23.3C,Feb,Parbhani
894,6.27,red,Bitter Gourd,4.35,1147mm/26.7C,Feb,Sangli
895,7.0,sandy,Cabbage,2.15,241mm/23.8C,Nov,Kolhapur
896,5.75,alluvial,Green Peas,3.86,211mm/25.7C,Jan,Aurangabad
897,5.99,alluvial,Spinach,0.89,553mm/18.1C,Oct,Parbhani
898,7.62,red,Cabbage,0.24,785mm/23.7C,Feb,Akola
899,5.24,sandy,Fenugreek Leaves,0.3,354mm/15.7C,Jun,Sangli
900,5.43,loam,Ladyfinger,3.02,322mm/26.1C,Mar,Nashik
901,5.76,clay,Carrot,2.39,601mm/15.3C,Oct,Gondia
902,5.27,red,Brinjal,2.69,862mm/28.1C,May,Nashik
903,5.69,alluvial,Beans,0.24,289mm/31.2C,Jan,Yavatmal
904,6.77,clay,Beetroot,2.23,105mm/17.7C,Aug,Amravati
905,6.34,clay,Brinjal,3.65,401mm/15.7C,Apr,Latur
906,7.61,clay,Brinjal,2.32,134mm/21.5C,Sep,Nagpur
907,7.41,loam,Bottle Gourd,3.71,747mm/23.0C,Apr,Osmana bad
908,6.12,black,Coriander,1.32,678mm/15.2C,Feb,Beed
909,5.9,red,Ladyfinger,4.1,412mm/34.7C,Mar,Osmana bad
910,6.23,black,Coriander,3.02,1023mm/27.1C,May,Nashik
911,6.79,black,Cabbage,1.21,1029mm/28.7C,Dec,Nanded
912,5.92,black,Radish,1.34,546mm/21.3C,Oct,Nanded
913,6.89,clay,Spinach,3.21,1061mm/21.2C,Jun,Nagpur
914,6.31,sandy,Radish,4.18,630mm/18.8C,Jul,Sangli
915,6.69,clay,Pumpkin,2.2,375mm/30.8C,Apr,Wardha
916,6.38,clay,Spinach,1.44,1098mm/20.9C,Jul,Nagpur
917,6.0,alluvial,Spring Onion,4.36,1193mm/34.3C,Oct,Wardha
918,7.76,alluvial,Cucumber,3.41,791mm/24.4C,Mar,Nagpur
919,7.26,black,Cabbage,2.35,818mm/24.2C,Jul,Buldhana
920,5.58,clay,Cabbage,2.54,312mm/31.6C,Apr,Osmana bad
921,7.54,black,Beans,1.18,1103mm/30.7C,Aug,Gondia
922,6.52,alluvial,Tomato,3.21,560mm/20.3C,Sep,Nashik
923,7.62,sandy,Bottle Gourd,1.92,1052mm/29.9C,Jul,Kolhapur
924,7.36,red,Cauliflower,4.98,414mm/28.5C,Aug,Beed
925,6.35,black,Cabbage,2.5,954mm/29.5C,Aug,Osmana bad
926,5.26,sandy,Bitter Gourd,2.53,443mm/20.8C,Feb,Solapur
927,5.93,red,Green Chilies,2.92,639mm/23.5C,Sep,Ahmednagar
928,6.66,loam,Pumpkin,4.6,953mm/31.9C,Jun,Jalgaon
929,6.91,black,Bottle Gourd,4.04,1078mm/25.5C,Nov,Pune
930,5.9,black,Spring Onion,2.37,588mm/20.2C,Apr,Amravati
931,5.58,loam,Beetroot,3.65,928mm/28.7C,May,Amravati
932,7.45,loam,Brinjal,3.01,977mm/19.4C,Oct,Jalgaon
933,7.86,black,Cauliflower,2.56,365mm/32.3C,May,Latur
934,6.62,loam,Pumpkin,1.12,898mm/23.1C,Jul,Satara
935,5.66,clay,Spinach,2.43,1097mm/20.7C,Sep,Satara
936,5.94,red,Spinach,1.38,92mm/18.1C,Jul,Jalgaon
937,5.25,red,Ladyfinger,4.59,665mm/20.0C,Sep,Solapur
938,7.67,red,Beans,1.81,527mm/34.5C,Apr,Ahmednagar
939,5.52,clay,Cauliflower,4.77,920mm/34.6C,Oct,Aurangabad
940,6.76,loam,Ladyfinger,2.76,968mm/17.4C,Oct,Pune
941,5.94,sandy,Cauliflower,3.23,1116mm/26.8C,Apr,Buldhana
942,6.7,loam,Cabbage,2.81,1067mm/18.2C,Jun,Buldhana
943,6.96,black,Spinach,0.82,381mm/23.6C,Aug,Pune
944,7.44,alluvial,Pumpkin,2.0,539mm/25.1C,Sep,Chandrapur
945,5.76,red,Spring Onion,0.68,1011mm/17.1C,Jan,Nashik
946,5.23,loam,Green Peas,3.19,658mm/33.6C,Jan,Nanded
947,5.57,sandy,Spinach,2.34,930mm/27.2C,Aug,Kolhapur
948,7.63,black,Tomato,3.93,1039mm/20.0C,Nov,Kolhapur
949,7.56,clay,Carrot,1.26,413mm/31.6C,Jul,Aurangabad
950,6.81,clay,Fenugreek Leaves,0.99,1157mm/32.1C,Sep,Amravati
951,6.82,sandy,Spinach,2.15,711mm/29.8C,Nov,Gondia
952,7.0,black,Ridge Gourd,4.65,1061mm/24.8C,Mar,Chandrapur
953,5.67,red,Spinach,3.61,638mm/17.3C,Oct,Jalgaon
954,7.67,loam,Bitter Gourd,2.21,237mm/25.5C,Dec,Satara
955,6.33,black,Ladyfinger,2.68,968mm/20.0C,May,Nagpur
956,6.23,clay,Green Chilies,0.6,741mm/16.4C,Mar,Satara
957,6.6,sandy,Spring Onion,4.93,756mm/17.5C,May,Pune
958,5.33,sandy,Green Peas,3.4,637mm/25.8C,Oct,Aurangabad
959,5.65,loam,Cabbage,1.57,1150mm/20.1C,Jan,Wardha
960,7.19,sandy,Ridge Gourd,3.01,566mm/24.8C,Nov,Kolhapur
961,5.42,sandy,Ridge Gourd,0.73,603mm/25.7C,Apr,Kolhapur
962,6.83,black,Green Chilies,4.84,1109mm/17.5C,Jun,Gondia
963,5.86,red,Beetroot,1.04,937mm/17.2C,Feb,Chandrapur
964,6.25,loam,Ridge Gourd,3.31,765mm/30.5C,Jul,Osmana bad
965,5.98,black,Spinach,1.38,1019mm/22.0C,Aug,Wardha
966,6.16,red,Ladyfinger,3.64,131mm/21.4C,Jan,Parbhani
967,7.14,black,Cucumber,3.93,620mm/26.3C,Apr,Chandrapur
968,6.0,alluvial,Fenugreek Leaves,3.43,870mm/24.9C,Nov,Pune
969,6.73,black,Bottle Gourd,3.15,498mm/18.7C,Apr,Solapur
970,6.49,sandy,Fenugreek Leaves,4.48,943mm/21.8C,May,Amravati
971,6.99,red,Ridge Gourd,0.58,239mm/17.8C,Dec,Nagpur
972,7.73,loam,Pumpkin,1.79,303mm/22.1C,Dec,Beed
973,7.18,loam,Fenugreek Leaves,1.39,99mm/23.1C,Apr,Solapur
974,5.78,red,Tomato,4.94,137mm/24.5C,Sep,Amravati
975,5.28,sandy,Bottle Gourd,2.07,802mm/24.9C,Jul,Nashik
976,5.91,clay,Fenugreek Leaves,3.72,694mm/34.8C,Feb,Gadchiroli
977,6.81,black,Spring Onion,3.49,701mm/30.1C,Jan,Ahmednagar
978,5.34,sandy,Beetroot,1.22,1123mm/23.3C,Sep,Gadchiroli
979,6.54,alluvial,Cucumber,1.35,212mm/25.4C,Jan,Beed
980,6.81,red,Coriander,1.55,1137mm/17.5C,Jun,Yavatmal
981,6.1,black,Bottle Gourd,2.17,671mm/16.7C,Feb,Yavatmal
982,7.28,loam,Pumpkin,1.32,1181mm/27.4C,Apr,Gadchiroli
983,5.49,clay,Green Chilies,0.29,1092mm/30.2C,Jun,Latur
984,5.4,alluvial,Fenugreek Leaves,4.42,86mm/26.5C,May,Kolhapur
985,7.17,loam,Beans,4.83,615mm/34.9C,Nov,Nanded
986,6.54,red,Carrot,1.84,295mm/16.4C,Jun,Nanded
987,7.06,black,Ridge Gourd,1.82,1157mm/17.7C,Mar,Gondia
988,6.37,red,Green Peas,0.23,927mm/28.0C,May,Osmana bad
989,5.87,black,Ridge Gourd,3.47,124mm/25.7C,Feb,Gadchiroli
990,7.41,sandy,Cucumber,4.16,975mm/16.2C,Jul,Buldhana
991,7.36,clay,Ladyfinger,0.9,775mm/29.4C,Mar,Gondia
992,7.08,sandy,Pumpkin,0.97,397mm/30.6C,Jan,Chandrapur
993,5.93,sandy,Radish,3.99,444mm/15.8C,Aug,Nanded
994,6.79,red,Bottle Gourd,3.16,452mm/31.0C,Aug,Aurangabad
995,6.17,clay,Ridge Gourd,0.42,324mm/16.0C,Mar,Gondia
996,5.45,black,Green Peas,3.19,557mm/15.2C,Jul,Gondia
997,7.68,black,Ridge Gourd,1.68,785mm/15.4C,Sep,Pune
998,5.57,alluvial,Bitter Gourd,1.97,610mm/25.2C,Aug,Buldhana
999,7.77,loam,Ladyfinger,3.89,333mm/23.8C,Mar,Amravati
1000,6.4,alluvial,Radish,4.09,740mm/16.2C,Feb,Wardha
1001,5.7,alluvial,Cauliflower,2.12,1116mm/15.6C,Oct,Jalgaon
1002,6.66,black,Bitter Gourd,4.75,167mm/24.6C,Jul,Wardha
1003,7.56,red,Ladyfinger,2.15,125mm/34.9C,Jul,Yavatmal
1004,7.18,sandy,Spinach,3.9,1012mm/16.3C,Sep,Nagpur
1005,7.38,sandy,Green Chilies,2.52,824mm/24.1C,May,Ahmednagar
1006,6.98,sandy,Bottle Gourd,4.51,842mm/31.3C,Apr,Hingoli
1007,7.07,clay,Spring Onion,4.56,823mm/30.7C,Aug,Amravati
1008,7.49,black,Beans,0.62,637mm/29.5C,Apr,Ahmednagar
1009,5.87,red,Ridge Gourd,4.7,676mm/23.4C,Apr,Gondia
1010,6.52,clay,Bitter Gourd,4.16,82mm/24.0C,Dec,Gadchiroli
1011,5.8,loam,Brinjal,4.0,236mm/22.0C,Dec,Kolhapur
1012,7.87,red,Tomato,1.16,590mm/17.7C,Feb,Solapur
1013,7.75,alluvial,Coriander,4.06,766mm/17.0C,Jan,Pune
1014,5.31,red,Radish,4.28,650mm/18.1C,Apr,Hingoli
1015,7.11,red,Carrot,1.59,318mm/21.7C,Jul,Wardha
1016,7.7,sandy,Ridge Gourd,4.77,686mm/18.4C,Dec,Gadchiroli
1017,5.69,red,Beans,0.44,413mm/26.7C,Sep,Pune
1018,6.73,alluvial,Bottle Gourd,0.92,441mm/33.8C,Sep,Hingoli
1019,7.67,alluvial,Spring Onion,2.78,176mm/21.4C,Dec,Beed
1020,5.29,black,Coriander,2.96,95mm/22.1C,Oct,Solapur
1021,7.08,red,Green Chilies,3.3,455mm/29.5C,Jan,Chandrapur
1022,6.0,sandy,Cauliflower,0.28,699mm/23.6C,May,Nashik
1023,7.7,red,Cucumber,4.81,903mm/18.7C,Jul,Pune
1024,7.82,loam,Spinach,0.41,497mm/18.5C,Jul,Satara
1025,7.75,loam,Bottle Gourd,0.89,647mm/24.9C,Oct,Amravati
1026,6.48,sandy,Green Chilies,0.27,310mm/27.0C,Jun,Hingoli
1027,7.53,black,Beans,2.92,782mm/21.4C,Nov,Jalgaon
1028,7.48,black,Tomato,4.67,925mm/33.8C,Oct,Kolhapur
1029,6.06,alluvial,Spring Onion,3.4,100mm/33.9C,Apr,Osmana bad
1030,7.44,alluvial,Ladyfinger,4.15,977mm/33.3C,Mar,Gadchiroli
1031,5.3,clay,Brinjal,0.26,450mm/25.6C,Dec,Nanded
1032,6.81,sandy,Green Peas,2.8,157mm/27.8C,Sep,Osmana bad
1033,5.82,red,Bitter Gourd,2.41,727mm/17.2C,Dec,Ahmednagar
1034,5.53,sandy,Brinjal,2.6,1077mm/34.7C,Oct,Gadchiroli
1035,5.41,clay,Pumpkin,0.55,519mm/32.4C,Apr,Ahmednagar
1036,7.08,alluvial,Coriander,3.49,825mm/15.4C,Aug,Gondia
1037,6.12,sandy,Spring Onion,2.62,845mm/24.7C,Jan,Satara
1038,7.16,sandy,Ridge Gourd,3.87,808mm/34.5C,Jul,Hingoli
1039,5.38,alluvial,Coriander,2.53,859mm/23.9C,Dec,Yavatmal
1040,6.05,clay,Tomato,0.92,680mm/15.8C,Jun,Nanded
1041,6.66,alluvial,Bitter Gourd,3.31,372mm/28.1C,Dec,Aurangabad
1042,7.33,black,Tomato,1.03,1018mm/26.9C,Jan,Amravati
1043,6.06,red,Radish,4.39,1190mm/26.8C,Apr,Kolhapur
1044,6.89,alluvial,Spinach,3.14,1064mm/17.5C,Dec,Nashik
1045,7.59,clay,Spring Onion,0.95,570mm/22.9C,May,Aurangabad
1046,6.86,loam,Cucumber,4.82,654mm/19.1C,Nov,Nanded
1047,5.83,black,Beans,2.69,119mm/16.3C,Aug,Kolhapur
1048,5.27,loam,Pumpkin,0.55,599mm/22.8C,Apr,Jalgaon
1049,7.55,alluvial,Carrot,3.21,625mm/30.1C,Mar,Buldhana
1050,5.26,black,Tomato,1.42,562mm/21.3C,Feb,Chandrapur
1051,7.56,red,Coriander,4.06,422mm/21.1C,Apr,Amravati
1052,6.63,alluvial,Coriander,4.13,212mm/33.6C,Nov,Ahmednagar
1053,7.74,red,Green Chilies,4.9,585mm/26.5C,Oct,Latur
1054,7.36,sandy,Ladyfinger,2.61,909mm/31.5C,Apr,Gadchiroli
1055,7.89,loam,Ladyfinger,2.38,945mm/26.3C,Oct,Nanded
1056,6.15,black,Spring Onion,3.82,372mm/32.5C,May,Akola
1057,7.27,red,Bottle Gourd,0.84,677mm/32.0C,Jul,Amravati
1058,6.29,clay,Spring Onion,2.83,769mm/21.8C,Sep,Jalgaon
1059,6.5,red,Cauliflower,2.82,581mm/20.3C,Feb,Chandrapur
1060,6.89,clay,Green Peas,0.63,814mm/27.8C,May,Parbhani
1061,7.56,alluvial,Fenugreek Leaves,2.21,329mm/34.1C,Nov,Sangli
1062,7.86,black,Carrot,4.3,680mm/28.2C,Oct,Buldhana
1063,7.27,red,Carrot,4.31,1060mm/25.6C,Sep,Parbhani
1064,6.33,red,Cucumber,0.68,229mm/16.3C,Dec,Jalgaon
1065,6.34,black,Bottle Gourd,0.64,659mm/26.9C,Mar,Gadchiroli
1066,7.19,red,Brinjal,1.46,400mm/22.9C,Jan,Yavatmal
1067,5.84,clay,Bottle Gourd,4.4,611mm/18.4C,Feb,Chandrapur
1068,5.5,red,Bottle Gourd,0.82,571mm/21.6C,Jun,Ahmednagar
1069,6.16,loam,Spring Onion,3.66,1180mm/27.9C,May,Aurangabad
1070,5.98,alluvial,Bitter Gourd,0.69,252mm/30.1C,Jan,Nanded
1071,6.0,sandy,Bottle Gourd,3.19,296mm/30.5C,Jan,Parbhani
1072,5.83,clay,Brinjal,1.91,90mm/27.2C,Nov,Hingoli
1073,5.31,loam,Carrot,3.99,1115mm/28.9C,Apr,Wardha
1074,5.25,alluvial,Beans,1.32,514mm/33.9C,Dec,Gadchiroli
1075,7.87,black,Spring Onion,3.27,897mm/25.3C,Apr,Hingoli
1076,6.35,clay,Beans,1.33,1010mm/20.0C,Jun,Parbhani
1077,6.24,sandy,Cabbage,3.63,770mm/28.6C,Jun,Chandrapur
1078,7.04,alluvial,Pumpkin,4.39,934mm/27.5C,Oct,Nashik
1079,5.79,sandy,Carrot,0.81,398mm/25.3C,Jun,Nashik
1080,7.76,black,Brinjal,4.36,700mm/34.6C,Jan,Jalgaon
1081,7.32,black,Bottle Gourd,3.05,476mm/26.3C,Oct,Yavatmal
1082,5.44,clay,Cauliflower,0.81,539mm/29.5C,Sep,Wardha
1083,6.33,red,Spring Onion,2.25,798mm/27.6C,Nov,Latur
1084,7.57,black,Carrot,0.97,1120mm/25.6C,Jul,Amravati
